출처,작성자,날짜,제목,내용,공감,비공감,조회수
네이버리뷰,,,광대: 소리꾼 리뷰_아름다운 소리와 풍경,"#광대소리꾼

#리틀빅픽처스 #트윈플러스파트너스

#조정래

#이봉근 #이유리 #김하연 #박철민 #김동완 #김민준

​

아름다운 소리와 풍경

​

<광대: 소리꾼> 은  사람들을 울리고 웃긴 광대들의 이야기를 통해 우리 민족의 흥과 한을 담아낸 작품으로 지난해 7월 개봉한 ‘소리꾼’의 감독판이다. 솔직히 지난해 개봉한지도 몰랐다. 그만큼 작년에는 코로나 이슈로 영화 상영에 제약이 있었다.

조선 영조 시대를 배경으로 착취와 수탈, 인신매매가 행해지던 시대 사라진 아내를 찾아 길을 나선 소리꾼 '학규'와 딸 '청이'의 여정을 그린다. 

스토리 구성은 가난하지만 행복하게 살던 이들 가족에게, 어느날 우환이 닥친다. 사람을 납치해 억지로 채무증서를 쓰고 노예처럼 팔아버리는 패거리에 그만 간난이가 끌려가고 만 것. 같이 납치됐다가 간신히 탈출한 청이는 그만 충격에 눈이 멀어버리고 말았다.

심학규는 눈멀 딸 청이와 함께 아내를 찾아 전국팔도를 떠돈다. 학규는 등에 봇짐 지고 아기 업고 아내 찾아 곳곳에 유랑걸식을 하면서도 자신의 삶을 담아 하나의 소리를 만들어간다. 점점 자기 이야기에 빗대 눈먼 아비 심학규와 그런 아비 눈 뜨게 하려고 공양미 삼백석에 인당수에 빠지는 심청이에 대한 소리를 만들어간다. 그리 만든 심청가에 백성들은 웃고 운다.

간난이를 납치한 놈들 뒷배에는 나랏녹 먹는 벼슬아치들이 있었으니, 그들을 쫓는 또 다른 무리도 있다. 어지러운 세상에 제 배 부르려 힘없는 사람들 괴롭히는 놈들은 여전하고, 그 속에서도 고단한 백성들의 삶은 소리로 녹아들고 완성돼간다.

심학규의 눈을 뜨게 하려고 심청이가 희생하듯이, 제대로 조선을 운영하지 못하는 권력의 눈을 뜨게 하려고 민초들이 희생을 한다. 지금 우리나라의 눈이 먼 벼슬아치들도 제발 정신을 차렸으면 한다. 

코로나로 힘들고 어려운 시기이다. 이미 3년이 다 되어간다. 언제 끝날지 모르는 코로나 시대에 국민들의 희생은 더욱 커져간다. 판소리 한 자락이 오늘 나를 위로한다.

학규 역의 이봉근 명창은 소리가 좋다. 최근 국악계에서 각광박고 있는 라이징 스타로서 판소리를 잘 보여준다. 아내 간난이와 딸 청이를 위한 사랑, 억울한 고문을 당함에도 소리에 대한 열정을 잘 표현한다. 연기는 약간 어색한 부분이 있으나 그래도 잘 해주었다. 아내 간난이 역의 이유리 배우는 새로운 매력을 발견하였다. 이전 TV드라마에서 보여준 도시적이고 세련되며, 강한 이미지에서 이번 영화는 촌스럽고 향토적인 매력을 보여준다. 소리도 잘한다. 대봉 역의 박철민 배우는 영화의 감초 역할로써 웃음을 담당한다. 과하지 않고 잘 스며드는 그의 연기가 좋았다. 또한 학규 소리에 맞추어 북도 잘 연주한다. 연습을 많이 한 것 같다. 

개인적으로는 청이 역의 김하연 아역 배우 연기가 뛰어났다. 안타까운 사고로 눈이 멀지만 좌절하지 않고 엄마를 찾아나가는 과정, 아빠의 소리를 들으며 본인의 소리를 하는 장면은 눈물이 찔끔했다. 또한 심청이로 심학규의 눈을 뜨게 하려고 인당수에 몸을 던지고, 결국 심학규와 재회하는 장면 등 연기를 매우 잘한다. 

이러한 영화가 많이 만들어 졌으면 좋겠다. 최근 영화는 자극적이고, 센 영화들이 많다. 이번 영화는 소리와 함께 아름다운 풍경이 담겼다. 북한의 아름다운 절경을 촬영했고, 이 영상을 영화에 포함시켰다.


영조 10년, 사라진 아내 간난을 찾아 나선 소리꾼 학규와 그의 딸 청이. 학규를 중심으로 뭉친 새로운 광대패들과 함께 흥과 한이 담긴 전국팔도의 여정이 시작된다. 가족을 찾기 위한 학규의 울림 있는 외침 “우리는 다시 만나야 한다!” 민족의 흥과 한이 다시 울려 퍼진다!",1,,
네이버리뷰,,,"영화 소리꾼 - 결말은 해피, 관객은 새드엔딩","소리꾼
감독 : 조정래
주연배우 : 이봉근, 이유리, 김하연, 박철민, 김동완, 김민준
JTBC의 예능 프로그램 아는 형님에 이봉근과 이유리가 영화를 홍보하러 나왔는데 판소리를 주제로 만든 영화를 보면서 만족한 적이 없었기 때문에 불안했지만 시간을 내서 감상했다.
​
​
임진왜란과 병자호란 두 차례의 큰 정쟁을 치른 조선은 나라의 기틀이 흔들리기 시작하고, 권력층의 부정부패로 착취가 심해지니 백성들은 자신들의 삶을 투영하는 광대들의 소리를 들으며 위로를 받는다.
​
영조 10년 조선의 한마을에 뛰어난 노래 솜씨를 자랑하는 김학규(이봉근)라는 남자가 살고 있는데 그는 잔치판에서 흥을 돋우는 일을 하며 아내 간난(이유리)과 어린 딸 청이(김하연)를 키우고 있다.
​
그들은 여유로운 생활은 못하지만 서로를 아껴주며 행복하게 살고 있는데 어느 날 인신매매를 하는 자매 조직이 간난과 청이를 납치하면서 불행이 시작된다.
​
​
불행 중 다행으로 간난은 청이를 탈출시키는데 성공하지만 아이는 눈을 다쳐서 보이지 않게 된다.
​
여기서 학규는 자신의 아내 간난을 찾기 위해서 굳은 결심을 하고 자신의 딸과 사당패에서 친하게 지냈던 대봉(박철민)과 함께 먼 여정을 나서게 되는데...
​
영화는 판소리의 애절함을 강조하기 위해서 강제로 노역을 하면서 고문을 당하는 간난의 모습과 그녀를 찾기 위해 마을을 돌아다니며 광대놀음을 하는 사람들의 모습을 보여준다.
​
뻔한 내용에 색다른 시도를 하는 것은 좋았지만 개연성 없는 스토리와 신파극에 가까운 이야기, 어설픈 연기력 때문에 영화에 집중하기 어려웠다.
​
​
간난을 찾아서 마을을 헤매는 학규는 어머니를 일찍 여의고 봉사인 아버지를 모시는 심청이 이야기를 지어서 마을 사람들에게 들려주는데 그의 소리에 반해서 다양한 동료를 얻게 된다.
​
영화 스토리도 정리가 안되는 상황에서 중간중간 심청전이 등장하기 때문에 매우 혼란스러운데 주인공의 동료가 되는 사람들이 나중에 어떤 역할을 할지 뻔히 눈에 보이는 설정이라 긴장감도 없다.
​
여차저차 학규의 광대놀음이 크게 알려지자 자매 조직의 우두머리 김준(김민준)은 자신이 하는 일에 방해가 될까 봐 그에게 역모죄를 씌워서 죽이려고 한다.
​
​
결말을 짧게 설명하면
​
1. 운 좋게 학규가 끌려간 곳에는 간난이 죽을 위기에 처해있었고
​
2. 마치 왕의 남자처럼 목숨을 구하기 위해 양반들 앞에서 광대놀음을 한다.
​
3. 그리고 심봉사가 심청이와 재회하는 장면에서 딸의 시력도 기적처럼 돌아온다.
​
4. 이후 암행어사 출두야!라는 외침과 함께 악인은 처벌받고 가족이 상봉한다.
페이소스와 유머를 섞으려는 시도는 좋았지만 전체적으로 아쉬움이 남는 작품이라고 생각합니다.",1,,
네이버리뷰,,,우리네 음악을 듬뿍 담은 뮤지컬 영화 <소리꾼>,"​
TV에서 꽤나 매력적으로 보였던 이봉근때문에 찾아 보게된 영화<소리꾼>.
조선시대의 척박했던민초들의 삶을 배경으로 심청가와 춘향가 등 유명한 판소리를 섞어 이야기를 만들었으며, 사극이지만 현대적 느낌으로 표현해서 판소리를 싫어하거나 잘 모르는 사람도 부담없이 볼 수 있을만한 영화다.
​
프롤로그
임진왜란과 병자호란 두차례의 전쟁을 거치면서 조선은 나라의 기틀이 흔들리기 시작하였다. 위로는 붕당정치의 폐해가 심각하였고 아래로는 지배층의 부정부패로 백성에 대한 착취가 심해졌다.
이렇게 나라는 혼란스러웠으나 민초들의 삶에 버팀목이 되어주는 것이 있었으니
그것은 광대들의 소리였다. 비록 천민이었지만 민초들의 삶을 투영하는 광대들의 소리가 판소리의 기원이 되었는데..
때는 영조10년, 간난이라는 아내와 예쁜 딸 청이와 행복하게 살고 있던 학규는 자신이 집을 비운 사이 아내와 딸이 납치되어 버리고, 간난이의 재치로 청이는 도망쳐 아빠 곁으로 돌아오게 되지만 시력을 잃고 만다.
학규와 청이는 조력자 장단잽이 대봉과 간난이를 찾아 길을 나서게 된다.
​
​
아내를 찾아 나선 길에서 보부상, 약초꾼, 몰락한 양반 등과 만나 청이를 함께 돌보며 서로에게 위로를 주는 가족 공동체를 형성한다.
이들의 유랑길에서 펼쳐지는 즐거운 노랫가락이 아직도 귀에 맴도는 듯하다.
화려하고 현란한 음악이라기보다 어디선가 한번쯤 들어봤음직한 노래들이 구성진 목소리로 흘러 나와 몸과 마음을 힐링시켜준다.
스크린을 흐르는 풍경 또한 마음을 착하게 만들어 줄 것만 같다.
​
​
​
에필로그
조선 후기에 본격적으로 불리워졌던 판소리는 백성들의 애환과 바람을 담았고 그 당시 신분제도에 대한 파격적인 비판과 평등사상을 담아내 백성들의 사랑을 받았다.
1964년에 무형문화재로 지정된 판소리는 그 가치를 세계에 인정받아 2003년유네스코 인류무형문화유산으로 등재되었고 오늘날까지 이어져오고 있다.
​
이 영화는 정통 우리 소리를 관객들이 편안하게 감상할 수 있도록 하기 위해 판소리의 사설을 정리하고 복잡한 장단이 아닌 편안한 장단을 사용하여 대중들이 쉽게 감상할 수 있도록 현대적으로 재해석하는 작업에 엄청 공을 들였다고 한다.
이봉근의 소리가 주를 이루지만 신화의 김동완의 편안한 '천안삼거리', 청이의 '느영나영', 그외 배우들의 꾸밈없는 소리와 흥이 우러나오는 패거리들의 합창 등 음악을 조화롭게 참 잘 구성하였다.
​
영화에서 신경을 쓴게 음악만은 아니다. 시대상을 나타내는 상황들의 변화를 색감과 채도, 화면질감으로 표현하였고 아름다운 자연경관도 스토리에 맞게 선택 촬영했다고 한다. 영화 속 이야기로 등장하는 '심청가'는 액자 구조를 지니며 드라마가 전개되는 독특한 형식을 취해 또다른 재미를 선사한다.
​
또한 해학과 코미디를 넘나드는 유머코드도 또 하나의 볼거리다.
​
보고 나면 마음이 힐링되는 영화 <소리꾼>
​
개인평점 8.5점",1,,
네이버리뷰,,,조정래 감독님 만남과 광대 소리꾼 관람 후기,어제(11월 6일) 홍천 시네마에서 조정래 감독님의 작품인 {광대 소리꾼}을 봤다. 나는 처음엔 이 영화가 애니메이션인줄 알았는데 실사여서 조금 당황했지만 재미있게 잘 봤다. 그렇지만 납치되는 장면이나 불안한 노래가 나오는 장면에는 무서워서 입고있던 잠바를 머리 위로 올려 덮었다. 그리고 중간중간에 민요 {너영나영}이 나왔느데 어린 아이가 나와 부르는데 목소리가 너무 곱고 듣기 좋았다. 그리고 아내를 찾으러 한반도의 방방곡곡 돌아다니면서 몇몇 사람들과 동행하는 것도 재미있었다. 그리고 동네를 들를때마다 이야기를 들려주는게 재미있었다. 그리고 그 이야기가 심청가였다. 마지막으로 암행어사가 나와서 나쁜 양반 세력들을 잡는게 반전이었다. 너무 재미있는 이야기였고 여기에 나온 풍경(배경)들이 북한에서 찍었다는게 놀라웠다.,1,,
네이버리뷰,,,《광대: 소리꾼》 관람과 감독과의 만남,"《광대: 소리꾼》 관람과 감독과의 만남

​

11/6(일) 오후 3~6시, 청소년 마을학교 마음소리는 홍천시네마를 빌려 저예산영화 《광대: 소리꾼》을 관람하고 영화를 만든 조정래 감독과 대화를 하였습니다.

*조정래 감독은 소설가 조정래 감독과는 전혀 다른 분입니다. ^^

​

《광대: 소리꾼》은 조선 후기 영조 시대를 배경으로 부패한 관리와 연계된 조직이 백성을 납치했는데, 배우자와 어머니를 찾는 이야기를 담고 있습니다. 이 작품은 다큐멘터리 아니고 극영화입니다. 영화 곳곳에는 북한의 산천도 나오네요.

​

《광대: 소리꾼》은 심청가, 춘향가의 암행어사 출도 부분 등을 다룬 판소리 - 뮤지컬 영화이기도 합니다. 심청가의 흐름을 따라가는데, 클라이맥스에서는 춘향전의 암항어사 출도 부분을 차용했습니다. 저예산영화인데도 이봉근, 이유리, 박철민, 김민준, 김동완 씨 등 유명한 배우들이 많이 나오네요.

​

이 영화는 민중의 삶을 닮은 이야기라 감동적이네요. 있을 법했던 이야기이고, 판소리의 완성도가 높습니다. 문화다양성이란 측면에서 이 영화도 굉장히 의미가 있어 보입니다. ^^

​

#마음소리 #홍천시네마 #소리꾼

#판소리영화 #저예산영화",1,,
네이버리뷰,,,"귀향', '소리꾼' 조정래 감독님과의 만남","감독님을 홍천에 모셨습니다. 

이렇게 좋은분들과의 만남을 우리가 멀리 가지 않아도 할 수 있는것도 참 감사합니다.

​

영화를 네번째 봅니다.

눈물포인트는 계속 바뀌네요. 그럼에도 제 원픽은 마지막 판소리 장면입니다. 

어찌나 노래를 잘하시는지요. 

사전 녹음도 아니고, 튠과 에디팅도 없는 그대로의 리얼 사운드입니다. 

이런 아카펠라 영화를 도전해보고 싶기도 하고요.

​

감독님의 대화는 참 따뜻합니다. 

세상을 향한 따뜻함을 잘 가지고 계시고, 실천해가는 삶을 몸소 보여주십니다.

가족과 공동체에 대한 영화 광대:소리꾼에서 이시대에 더 필요한 '회복'에 대해 느낍니다.

​

북한 방문에 대해 궁금해하던 친구들도 많았고요. 

판소리에 대한 학부모님의 질문도 있었습니다.

할 이야기가 참 많은 영화였어요.

다른 영화와 공연으로 마음소리 청소년, 홍천에서 만남을 계속 이어가겠습니다.",1,,
네이버리뷰,,,광대 소리꾼,시대흐름을 뛰어넘은듯 예전에 보았던 임권택캄독의 서편제라는 영화가 오버랩되었다. 효심이 지극한 딸 청이와 항상 지아비를 생각하는 갓난이 그리고 이들을 창으로 묘사해내는 심학규의 명창은 그시대의 민심과 시대상을 잘 반영한 영화라고 생각한다.,1,,
네이버리뷰,,,"영화<광대>, 소리꾼감독판 시사회를 다녀와서~~♡"," <귀향>의 조정래감독님이 만든 영화입니다.

소리로 만들었고 입으로 전해졌던 판소리를 통하여

민족의 흥과 한이 다시 울려퍼졌습니다.

​

이영화는 2020년 7월에 잠시 개봉했다가

이번9월에 다시 개봉할 예정입니다.

영화가 끝나고 자막이 올라갈때

북한의 아름다운 풍경과 

소리로 하나되는자 하는  감독님 북한의 여정이 나옵니다.

놓치지 마시고 보시길 바랍니다.

​

영화줄거리는 

영조10년, 사라진 아내 간난을 찾아나선 소리꾼 학규와 그의 딸 청이.

학규를 중심으로 뭉친 새로운 광대패들과 함께 흥과 한이 담긴 조선팔도의 여정이었습니다.

​

가족을찾기워한 학규의 울림있는 외침

""우리는 다시 만나야 한다!""는 메세지로

 남과 북의 만남을 염원하는 마음을 담고 있습니다.

​

판소리의 매력에 푹 빠졌습니다.

감동입니다.

조정래감독님!

 <광대>영화대박나시길 기원합니다~~♡",1,,
네이버리뷰,,,광대 -소리꾼 봤어요,"친정엄마 모시고 보는거라 자극적인 영화는 힘드실꺼 같아 그나마 무난해보이는 영화로 골랐어요. ​ 남주인공이 원래 국악인이라서 그런지 노래나 판소리 할때 몰입도가 좋았구요.. 아름다운 자연과 우리나라 고유의 음악인 판소리와 심청전이 잘어우러지며 재미와 감동이 주네요. ​ 왔다장보리에서 악녀 연민정 역을 맡았던 이유리 배우가 여주인공이고, 신화의 리드보컬인 김동완가수가 몰락한 양반집안 선비로 나오고, 박철민 배우와 아역배우연기도 좋았습니다^^ ​",1,,
네이버관람평,,2023.02.28. 22:43,,눈과 귀가 호강하는 작품,0,0,
네이버관람평,,2022.03.23. 00:24,,재미있습니다.,4,3,
네이버관람평,,2022.03.17. 18:11,,다들 연기도 좋았지만특히 소리가 너무 좋아서 반했어요,6,2,
네이버관람평,,2022.03.10. 21:08,,홍보도 아무것도 없고 감독판으로 재개봉하는 영화 + 판소리 관한 거만 알고 갔는데 꽤 괜찮았어요.,7,2,
네이버관람평,,2022.03.07. 07:12,,감동적이고 순수함이 느껴지는 영화..국악의 아름다움과 영화스토리가 잘 어울러짐이 느껴집니다..많은 사람들이 봤으면 좋겠네요,7,2,
네이버관람평,,2022.02.27. 10:39,,재미있게 잘 봤습니다. *^^*,7,2,
네이버관람평,,2022.02.25. 08:22,,다시 나온 이야기!,4,2,
네이버관람평,,2020.11.24. 01:39,,기대 이상으로 재미있다,15,9,
네이버관람평,,2020.09.09. 06:38,,"개인적으로 너무 재밌게 보았다.크게 성공했으면 했는데...연기력, 연출 감동까지 울고 웃으며 본오랜만에 좋은 영화",13,7,
네이버관람평,,2020.08.18. 10:17,,모처럼 재미있게 한국영화 보았네요,13,9,
네이버관람평,,2020.08.15. 17:50,,부모님 모시고 꼭 보세요~^^,11,7,
네이버관람평,,2020.08.15. 11:40,,잔잔하면서 멋진 영상에 감동까지,9,8,
네이버관람평,,2020.08.12. 16:04,,한 편의 전래동화를 보는 느낌이었어요! 신선하거나 완성도가 높진 않지만 동화의 새로운 해석에 대한 시도가 좋았습니다. 또한 국악을 소재로 하다보니 귀가 즐거웠고요. 나름 다른 영화 오마주도 간간히 보여서 연출에 신경을 많이 쓴 영화같았어요. 천만 관객용 영화가 아닌 한국 영화가 점점 다양해지는 것 같아서 좋습니다^^,8,9,
네이버관람평,,2020.08.04. 01:44,,판소리영화는 새롭습니다,6,6,
네이버관람평,,2020.08.03. 16:13,,"내용 전개는 긴장감이 거의 없지만, 은은한 풍경과 어울러 지내는 가족의 모습이 아주 인상적이였습니다.다만, 조금 더 판소리를 듣고 싶었는데, 너무 장면이
            짧게 짤려서 아쉬웠습니다.배경들도 좋았고, 대신 풍경장면이 부족해서 이 부분도 아쉬워서 8점으로 낮췄습니다.사실 이 영화는 ""늦여름 ~ 초가을""에 개봉해도 괜찮았을 것 같아요..조연배우 분들도
            연기 잘 하셨어요!! ^^하연양 연기력도 좋아서~ㅎ 앞으로 기대할께요~",5,6,
네이버관람평,,2020.07.31. 07:32,,아무생각없이 봤는데 생각보다 좋았어요..이유리 연기 좋았고 짜임새있는 영화,11,7,
네이버관람평,,2020.07.28. 14:01,,별로기대안했는데 연기와 판소리 기대이상 괜찮았습니다,7,3,
네이버관람평,,2020.07.26. 15:52,,"단순한 스토리를 이야기안에 이야기있는 구조로 꾸민것도 좋고음악영화라 흥미롭고서민(판소리)vs양반(정가)의 시대상 비교도좋고이봉근의 소리에 매료(살짝살짝
            김남길쀨)인당수부분에서뮤지컬적인요소좋았는데24인의 뱃사람들의 노래가더크게부각되었음더좋았을뻔(마치레미제라블의 노동자들 노래처럼)코로나이후본첫영화기대없이봤는데 완전 갬동상영관이적어 아쉬움",7,4,
네이버관람평,,2020.07.24. 11:37,,"참 좋은 소재를 감동하지 못하고 관람했네요. 우리나라 대표 판소리를 결합하는 창의성은 돋보였어요. 하지만 감독의 의도인지 취향인지 모르겠지만 선명치않고
            바랜듯한 영상이 주는 답답함이나 여주인공의 한결같은 연기에 재미는 없었네요.",8,11,
네이버관람평,,2020.07.23. 16:26,,오랜만에 귀호강 했습니다,11,7,
네이버관람평,,2020.07.21. 20:54,,"소리 전공하는 학생인데요! 다른 소리 영화들은 배우들이 급하게 소리를 배워부르는 경우가 많아서 굉~장히 어색한데 이영화는 진짜 소리하시는 이봉근님이
            하셔서 작품의 완성도는 정말 최곤것 같아요! 보는내내 감탄했습니다 스토리도 나름 재밌었고 마지막부분이 증말 좋아요 최고!! 같이 보러간 엄마께서는 보는내내 오열하셨다는...저도 눈물찔끔ㅋㅋ 근데
            이영화가 재밌고 작품성도 넘 괜찮은데 흥행이 너무 안됬더라구요ㅠ 영화관에 저랑 엄마밖에 없었어요..ㅋㅋ 사람들이 일단 판소리라서 거르는 것도 있고 +코로나 때매ㅠㅠ 진짜 명작인데.. 상영하는데
            이제 거의 없으니 보실분들은 빨리 극장으로 달려가세욧!!!^^",17,6,
네이버관람평,,2020.07.21. 17:09,,"아름다운 판소리, 뻔한 연출이지만 충분히 슬프다.",6,4,
네이버관람평,,2020.07.21. 15:39,,이런영화를 많이만들고 많이봐야지 맨날 쳐부수고 피터지고 총쏘는거만 좋아하면 어쩌나...,25,8,
네이버관람평,,2020.07.20. 22:01,,"저는 개인적으로 이봉근씨를 좋아하고 판소리를 좋아해서 평소에도 찾아듣는 사람입니다. 하지만 영화에서는 판소리가 완곡이 아니라 끊겨서 부분부분 나오고
            심청가 장면은 서프라이즈 재연하는 그런 느낌이었어요... 카메라 워크는 심심했고... 하지만 그래도 역시나 판소리가 좋습니다ㅠㅠ 대한민국의 판소리 영화라니 그것만으로도 어느정도 의의는 있다고
            생각해요ㅠㅠ",8,7,
네이버관람평,,2020.07.18. 13:06,,한국형 뮤지컬영화 좋다,23,13,
네이버관람평,,2020.07.18. 11:38,,너무 좋은 영화인데 코로나에 빛을 못 발하는 것 같아 아쉽다,28,13,
네이버관람평,,2020.07.17. 23:39,,"우리가 아는 음악, 정서가 만나 잔잔하면서도 웅장한 영화를 본것 같습니다8만명도 못본게 아쉽네요,,자극적인 영화말고 이런 멋진 영화도 보시길 바랍니다,",20,8,
네이버관람평,,2020.07.17. 21:51,,담백하고 알찹니다. 자극적인 부분이 없어도 저는 우리 전통 민요와 판소리를 들을 수 있어서 귀가 즐거웠습니다.,17,8,
네이버관람평,,2020.07.14. 18:58,,"날좀 보소,날좀보소, 날~~좀 보오 소오~~ 가 맞는 영화",7,7,
네이버관람평,,2020.07.13. 16:31,,판소리 듣는 것 만으로도 만족합니다,13,12,
네이버관람평,,2020.07.12. 23:38,,연출은 아쉽지만 전통적인 소리로 음악을 담았다는 시도는 응원해주고 싶다.,26,6,
네이버관람평,,2020.07.12. 12:24,,제대로 판소리를 감상할수 있다. 영화 스토리의 구성은 그에비해 밋밋하다.,11,3,
네이버관람평,,2020.07.12. 04:09,,인위적인 감동을 유발하는 내용이 아닌 본사람만이 알수 잇는 내용이 잇음.,20,9,
네이버관람평,,2020.07.11. 20:17,,"시대를 통하는 카타르시스, 판소리의 한은 세대가 바뀌고 몇백년이 흘러도 우리 민족에 담겨있나보다.",16,7,
네이버관람평,,2020.07.09. 10:17,,"판소리 영화라서 재미 있게 잘 봤습니다. 영화의 영상미도 좋았고 배우분들의 연기와 판소리도 감동적이었어요ㅎㅎ 판소리하실 때마다 막 몸에 소름이
            돋더라구요ㅠㅠ 다만 스토리 흐름이 처음에 루즈하게 느껴지는 부분은 있습니다. 그래도 시간내서 볼만한 영화라고 생각해요~ 추천합니다!",19,6,
네이버관람평,,2020.07.08. 19:44,,영화는 부족하나 소리가 그걸 커버치네....,20,8,
네이버관람평,,2020.07.08. 17:43,,"이봉근님 소리 좋았네요초반에 연기가 살짝 어색했지만, 이야기가 전개되면서 몰입에 문제가 될 정도는 아니었고 소리가 좋아서 괜찮았습니다.이유리님 연기가
            좋았고, 아역 김하연님의 발견도 의미가 있습니다.박철민님의 연기는 평소에 좋아하지만, 이 영화에서는 제대로 북치는 장면은 없더군요척박만 맞춰 치는 시늉만 하고 별도 녹음된 북장단 편집... 이
            좀 아쉬웠어요검색을 해보니 감독님이 고법을 공부하신 분이라던데 좀 더 신경쓰실 수 있지 않았을까 하는 아쉬움이 살짝 남습니다.스님 연기는... 흠... 노코멘트 할게요찔끔 등장하는 서도민요나
            정가.... 제주 민요인 너영 나영... 뭔가 많이 담고 싶었고 시도하신 거 같은데 살짝 산만한 느낌도 들었구요그래도 시도는 신선했고, 다양한 국악의 장르들을 영화에 담은 점이 의미있다고
            보입니다.심청가, 춘향가의 눈대목들을 절묘하게 어우르고 있길래.. 영화 중간에 이봉근님 매 맞는 장면에서 흥보가의 매맞는 대목도 살짝 기대는 됐는데... 아쉽게도 안 나오더군요그래서 줄거리
            진행상 좀 애매한 부분이 있어서라고 생각들었습니다.또 다른 국악 영화 만드시면 또 보러 가겠습니다.다음에 더 좋은 작품이 기다리고 있다고 기대하겠습니다.",27,8,
네이버관람평,,2020.07.08. 16:04,,너무 기대를 해서 인지 약간 미흡한 스토리어색한 연출.조금 실망했네요영화관에 우리 둘 밖에 없어서 미안했어요,12,7,
네이버관람평,,2020.07.08. 14:46,,살아있다 보지 말고 이거 보세요 좀 더 가치있어요,84,16,
네이버관람평,,2020.07.08. 05:55,,재미없어요 왜 평점이 높은건지 이해가 안가요,59,55,
네이버관람평,,2020.07.07. 23:23,,판소리와 연츌이 좋고 볼만해요,28,9,
네이버관람평,,2020.07.07. 00:39,,이유리 연기 진짜 잘해요ㅠㅠㅠ 가슴을 울리는 영화ㅠㅠ 눈물흘리며 영화봤어요ㅠㅠ,33,13,
네이버관람평,,2020.07.06. 23:39,,"각기 다른 스토리의 연결, 판소리의 가사와 맞아떨어지는 스토리 그리고 두 여배우의 연기 전체적으로 너무 재미있었습니다. 그림도 너무 이뻤네요. 근데
            평론가들도 관객인데 그 입장에서 평점을매겨야하는거 아닌가요..?",29,9,
네이버관람평,,2020.07.06. 19:27,,판소리가 감동적이어도 단순한 스토리라인은 메꾸지 못했다,23,7,
네이버관람평,,2020.07.06. 19:06,,애매함. 그래도 우리나라 뮤지컬류 영화의 시작을 알리는 영화.,18,13,
네이버관람평,,2020.07.06. 18:22,,"재미있었어요. 원래 슬프고 그런거 싫어해서 고민하다가 봤는데.. 눈물포인트가.. 생각보다 많았지만(제가 원래 좀 잘웁니다.) 초반 스토리가 좀 지루하다는
            의견도 있지만 전 괜찮았습니다. 초반 가족간의 사랑과 애정을 담은 일상이 있어야 그걸 바탕으로 그 힘든 여정을 이겨내는 부분이 초반 스토리가 개연성이 되지 않았을까 합니다.",27,7,
네이버관람평,,2020.07.06. 18:08,,"한국도 뮤지컬식의 영화가 가능하다는걸 보여준 멋진 영화라고 생각합니다.전날 #OO있다 를 보고 너무 비교되어 더욱 더 즐겁게 본거 같네여간만에 기분좋은
            눈물도 흘릴고 정말 멋진 도전이였고 멋진 작품입니다. 감사합니다.",23,5,
네이버관람평,,2020.07.06. 17:29,,오랫만에 판소리로 귀호강하겠다는 욕심이 넘 컸나봐요.지루하고 기대에 못 미치는 영화네요.,39,27,
네이버관람평,,2020.07.06. 17:22,,"제대로 된 판소리와 함께 레미제라블을 능가하는 뮤지컬 영화입니다. 심청이 인당수 빠지는 장면에서의 어마어마한 합창, 곳곳에 자리한 구전 민요, 명창
            봉근씨의 찰지고 단맛나는 소리. 게다가 아역이 부르는 창 또한 심금을 울리고, 이유리씨가 깊은 호흡으로 담아내는 소리 또한 아마추어이지만 잘 어우러져 좋았어요. 곳곳에 희극적 요소도 있고, 특히
            손숙씨와 이유리씨, 역시 대배우님들의 연기가 급이 다른것을 느꼈습니다. 아무 말 없이 몇 컷 안나오는데도 손숙씨의 연기는 저의 마음 깊은 곳에 와 닿았고 유리님은 보는 내내 극에 집중하도록
            도와주는 진정성있는 연기 훌륭했습니다. 올해 들어 처음 보는 영화~ 다시 한 번 보고 싶네요. 한국적인 것으로 이렇게 멋진 영화 만들어 주셔서 감사드려요 ㅎ",31,11,
네이버관람평,,2020.07.06. 16:11,,"한국인이면 누구나 흥을 불러일으킬 소리의 매력에 빠질 수 있는 영화. 연출상의 아쉬움은 남지만 소리만큼은 정말 그 어떤 감동보다 진하게 다가옵니다.
            마지막 심청가 대목에서 내가 소리를 듣고 이렇게 눈물 흘릴 수 있다는 게 스스로 놀라웠습니다. 이봉근 배우님 진짜 찐소리꾼.ㅠㅠ 김동완 배우님 캐릭터 넘 매력적이고 사극 연기도 정말 잘
            하시네요. 이유리 배우님 매력도 철철. 감독님 전작인 귀향 이미지도 많이 떠올랐습니다. 아역배우 청이역 대단하고요. 소리 처음 배운거라더니 청아하고 맑은 소리를 그렇게 낼 수 있어서 진짜
            놀랐고, 연기는 감동이었습니다. 청이 덕분에 영화가 더 사는 느낌.",22,9,
네이버관람평,,2020.07.06. 14:58,,죽음을 무름쓴 용기 굳 볼만함,6,6,
네이버관람평,,2020.07.06. 13:19,,"심청전과 춘향전을 함께 엮은기획의도가 무척 좋았다. 젊은 남자 주인공의 모습도 무척 멋있었다고 생각된다. 그리고 판소리 제품(심청전 또는 춘향전 CD를
            함께 판매하는 행위)에 대해서도 생각해 보면 좋겠다.",14,5,
