출처,형태,세부정보,날짜,내용,공감,비공감
네이버웹소설,연재본,11,2017-02-10 2:23,홍길동의 탄생신화가 순식간에 지나갔다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,11,2017-02-10 2:20,혹시 한자나 한글을 몰라서 저러는건가......?,0,0
네이버웹소설,연재본,11,2017-02-10 2:19,윤균상. . .,0,0
네이버웹소설,연재본,11,2017-02-10 2:08,홍길동이 순간이동쓰는건 알고 있었지만 파이어볼도 쓸수있다는건 오늘 처음 알았다.,0,0
네이버웹소설,연재본,11,2017-02-10 2:07,작가님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다음편 빨리내놓으세요!,0,0
네이버웹소설,연재본,11,2017-02-10 2:06,ㅋㅋㅋ,0,0
네이버웹소설,연재본,11,2017-02-10 2:01,홍길동이 이리 이어질 줄 생각 못함,0,0
네이버웹소설,연재본,11,2017-02-10 1:57,ㅋㅋㅋㅋㄱ작가님ㅋㄱㅋ,0,0
네이버웹소설,연재본,11,2017-02-10 1:57,길동이?!,0,0
네이버웹소설,연재본,11,2017-02-10 1:55,베르키스 덕분에 홍길동이 파워업?,0,0
네이버웹소설,연재본,11,2017-02-10 1:50,이글을 보고 잠깐 작가님 머리속을 탐험하고 싶어 지네요...홍길동이라니~~ㅋㅋㅋ작가님 센스 굿 입니다~~~^^☆,0,0
네이버웹소설,연재본,11,2017-02-10 1:49,홍길동은 운이 너~~~무 좋아 두 가지의 능력을 손에 넣은 셈이네 ㅋㅋㅋㅋ,0,1
네이버웹소설,연재본,11,2017-02-10 1:46,이걸로 컬쳐쇼크라면 드래곤 체면이 말도 안 되죠...앞으로 더 많을텐데.,0,0
네이버웹소설,연재본,11,2017-02-10 1:40,아... 홍길동ㅋㅋㅋㅋ 심봉사는 뭐라고 쓰는걸까요,0,0
네이버웹소설,연재본,11,2017-02-10 1:39,설마 마법사 아님?,0,0
네이버웹소설,연재본,11,2017-02-10 1:38,와 작가님 말이 갑이네,0,0
네이버웹소설,연재본,11,2017-02-10 1:38,홍길동이랰ㅋㅋㅋㅋㅋㅋㅋ아 작가님 사랑해욬ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,11,2017-02-10 1:35,악플ㅋㅋㅋㅋㅋㅋㅋㅋ 작가님 센스 봐ㅋㅋㅋㅋㄱㅋㅋㅋ,0,0
네이버웹소설,연재본,11,2017-02-10 1:35,아.. 한자 울렁증이.. (털석),0,0
네이버웹소설,연재본,11,2017-02-10 1:34,작가의 말ㅋㅋㅋㅋㅋ본격 심봉사 키보드워리어 설,0,0
네이버웹소설,연재본,12,2017-02-14 1:40,뭐냐고 저 중2병 착각남은ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,7
네이버웹소설,연재본,12,2017-02-14 1:47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,5
네이버웹소설,연재본,12,2017-02-14 1:45,대호 넘무 귀여버,0,4
네이버웹소설,연재본,12,2021-06-19 11:39,"어, 음... 청이가 베르키스 나이 몽땅 뺏어가면... 어...",0,0
네이버웹소설,연재본,12,2021-03-17 3:38,영웅적인 어금니는 어떻게 생겼나요,0,0
네이버웹소설,연재본,12,2020-12-02 11:10,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ서로  단단히 오해를 했냌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2020-05-02 12:08,앜ㅋㅋㅋ 방물장수님이래욬ㅋㅋ 세상사람들!! 우리 청이 귀여운거 보세요!!! 어떻게 사람이 이렇게 귀여울수있는거죠!!!!,0,0
네이버웹소설,연재본,12,2020-04-17 8:37,청이 개기엽넼ㅋㅋㅋㅋㅋㅋㅋㅋ 정주행 달린다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2020-03-03 7:52,다시는 한국인을 무시하지 마라,0,0
네이버웹소설,연재본,12,2018-12-22 0:12,그냥 짜증나는 넘인데 왜 다들 웃으시는 거지 웃기지 않은데--;;;,0,5
네이버웹소설,연재본,12,2018-12-03 18:05,마녀 빗자루ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2018-04-18 15:19,앜ㅋㅋㅋ연기에 익숙해져버렸어ㅠㅠ 잼나다,0,0
네이버웹소설,연재본,12,2018-01-29 10:17,대호 기절했엌ㅋㅋㅋㅋ 중이병 착각남 나왔네여,0,0
네이버웹소설,연재본,12,2018-01-20 16:17,멕시코 타이페이 코리아 ㅎㅎㅎㅎㅎ,0,0
네이버웹소설,연재본,12,2018-01-17 2:01,콩다당 콩다당 뭐냐고ㅋㅋ,0,0
네이버웹소설,연재본,12,2017-12-29 11:39,대체 왜 님을 붙이는 거얔ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-11-22 14:11,김치 양념이다!!,0,0
네이버웹소설,연재본,12,2017-11-10 11:53,"뭐지, 저 히어로 의식 만땅 중2병은ㅋㅋㅋㅋㅋㅋㅋ",0,0
네이버웹소설,연재본,12,2017-09-20 12:34,내놔~>_<  용?과 고춧가루  내놔~☆_☆,0,0
네이버웹소설,연재본,12,2017-09-15 8:27,재미있게 잘 읽었어요~^^♡,0,0
네이버웹소설,연재본,12,2017-08-27 6:58,정의수호의사명의식ㅋㅋㅋㅋㅋㅋㅋ중2병제대로왔네,0,0
네이버웹소설,연재본,12,2017-07-24 14:29,가슴이 콩다당콩다당 ㅋㅋㅋㅋㅋㅋㅋ 너무 표현이 귀여워요!,0,0
네이버웹소설,연재본,12,2017-05-29 7:42,오랑캐님 ㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-05-22 3:57,ㅋㅋㅋㅋ넘 웃겨요.,0,0
네이버웹소설,연재본,12,2017-04-15 7:54,"이 회차는 베르키스가 납치 당했고, 최근에는 청이가 납치 당했....(<<야) 어째 이둘은 납치를 당합니꺼..?",0,0
네이버웹소설,연재본,12,2017-03-31 9:35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거 애니화 됐음 좋겠닼ㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-03-10 12:08,중2병 ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-03-06 14:04,오랑캐한테까지 존댓말하는 청이 클라스 크으읏,0,0
네이버웹소설,연재본,12,2017-03-04 7:05,멕시코산 타이페이산 코리아산ㅋㅋㅋㅋㅋㅋㅋ 향신료들ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-18 0:57,"최루탄 때문에 많은 사람들이 죽었는데 우리나라 효녀, 효자는 말짱하네요",0,6
네이버웹소설,연재본,12,2017-02-17 3:11,앜ㅋㅋㅋㅋㅋ 진짜 오해에 오해를 부르는 상황이군.,0,0
네이버웹소설,연재본,12,2017-02-17 2:38,용사 그대로 마지막 스테이지 진격ㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-17 1:51,뭐냐-?!어디서 저런 바보가 나타난거야-?!,0,0
네이버웹소설,연재본,12,2017-02-15 17:45,미카엘은 백합이 표식,0,0
네이버웹소설,연재본,12,2017-02-15 13:30,헉............원산지를 간파하는 분이 계셨다니...ㄷㄷㄷ,0,0
네이버웹소설,연재본,12,2017-02-15 13:11,다시 읽다보니 최루탄  향신료 원산지가 보잉네요.  멕시코산  타이페이산 코리아산 입니다 ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-15 12:01,순수하고 착한 청이..납치도 했는데 이와중에 오랑캐'님'이야ㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-15 10:31,그렇쿤 건전한하게 걱정을 하는 나는 건전하쿤!,0,0
네이버웹소설,연재본,12,2017-02-15 7:02,난 저 남자의 손이 아니라 청이와 대호를 보고싶다고 가고일도포함,0,0
네이버웹소설,연재본,12,2017-02-15 5:09,돌아오자마자 보이는건 청이가 아니라 이제 무덤파고 들어갈 시체예약중인 청년이라니....베르키스 깨어나자마자 죽일것같은데 다같이 중2병 용사코스프레(아님 영웅 코스프레)하는 저분의 명복을 기원합시다 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 17:23,용왕님~~ 청이와 같은 순수한 영혼으로  바꿔주세요.. 작가님 완전 대박ㅋㅋㅋㅋㅋ매일매일 연재 안되까요ㅋㅋㅋㅋㅋ미래로 다녀와야 될까낭~~~,0,0
네이버웹소설,연재본,12,2017-02-14 13:52,439명 다 10점 줬다♥,0,0
네이버웹소설,연재본,12,2017-02-14 12:35,서브남주인가요?엑스트라인가요?  명복을빌어주어야하나요? ㅋㅋㅋㅋ아놔 ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 12:13,이제 용왕이 잠을 깨웠다는 벌로 저 기사의 목숨을 가져가실겁니다.삼가 고 중2병기사의 명복을 빕니다,0,0
네이버웹소설,연재본,12,2017-02-14 12:10,오해에 오해가 겹쳐지는구낰ㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 10:51,어엌 어떻 그럴수가 아무것도 모르면서 다른 사람말만 믿고 용사긴 무슨 용사예요,0,0
네이버웹소설,연재본,12,2017-02-14 10:44,자칭 용사의 목숨이 위험해지겠네요 ㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 10:27,콩다당콩다당ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 10:11,ㅎ오랑케님참 예의바른 조선의 여인입니다.^^.,0,0
네이버웹소설,연재본,12,2017-02-14 9:56,나쁜놈!!!!!감히 우리 용왕님을 납치해!,0,0
네이버웹소설,연재본,12,2017-02-14 8:45,ㅋㅋㅋ 중2병ㅋㅋㅋㅋ 저거 뭐얔ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 8:37,하~! 한국 인들은 매운 고추로 만든 고추장에 고추를 팍~! 찍어 먹는 사람들이다~!,0,0
네이버웹소설,연재본,12,2017-02-14 8:20,알고보면 순수한 동양남녀의 만남일세ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 8:17,고추 마늘 양파  맵다고 유명한걸 매일먹는 한국사람들,0,0
네이버웹소설,연재본,12,2017-02-14 7:53,청이를 어찌 마녀라고 생각할수 있는거여?  ㅎㅎㅎ,0,0
네이버웹소설,연재본,12,2017-02-14 7:32,청이 너무 순수함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 7:25,베르키스의 연적? 등장?,0,0
네이버웹소설,연재본,12,2017-02-14 7:13,용왕이 납치당했어 청이가 아니랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 7:08,오랑케가반했음조켓다ㅏㅏㅏ,0,0
네이버웹소설,연재본,12,2017-02-14 6:57,작가님 만티코어 좀 많이 내보내 주세요ㅋㅋㅋㅋ 넘 귀여워ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 6:57,ㅋㅋㅋㅋㅋㅋㅋㅋ 왠지 중2병 착각남도 청이한테 감화될삘이잖아 ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 6:56,빗자루 맛을 보고싶은건가?ㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 6:22,우왕 청이 완죤 귀여어,0,0
네이버웹소설,연재본,12,2017-02-14 6:18,이젠 인신매매 당하신 용왕님구출하러가기ㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 5:45,츄우 취취라니 너무 귀여워ㅠㅠㅠㅠㅠ,0,0
네이버웹소설,연재본,12,2017-02-14 5:44,츄! 취! 츄우!ㅋㅋㅋㅋㅋㅋㅋㅋ하앙 생각만해도 귀엽다...,0,0
네이버웹소설,연재본,12,2017-02-14 5:35,ㅋㅋㅋㅋ 그 용사도 바보가 아니지... 그리고 드래곤의 납치라니 ㅋㅋㅋ 과연 드래곤이 깨어나면 어떻게 될지 기대가 됩니다.,0,0
네이버웹소설,연재본,12,2017-02-14 5:33,와 진짜 재밌네요 ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 5:10,청이도 대단하다 오랑캐한테도 님을 붙여ㅋㅋㅋㅋㅋㅋㅋ 오랑캐님이라니 듣도 보도 못한ㅋㅋㅋㅋ 오랑캐는 낮춰 부르는 말인데,0,0
네이버웹소설,연재본,12,2017-02-14 4:46,작가의 말이 베뎃이다,0,0
네이버웹소설,연재본,12,2017-02-14 4:43,이것은...코미디다.. 개콘보다 더 웃긴 코미디다.,0,0
네이버웹소설,연재본,12,2017-02-14 4:09,콩다당콩다당ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 3:58,아 청이 귀엽네.....,0,0
네이버웹소설,연재본,12,2017-02-14 3:47,왜 내가 부끄럽지,0,0
네이버웹소설,연재본,12,2017-02-14 3:43,아궁이가최루탄을 이겼어  ㅎㅎㅎㅎㅎ,0,0
네이버웹소설,연재본,12,2017-02-14 3:26,저어어어엉말로 건전한 소설입네다 여러분ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 3:26,납치범 명복을 비나이다 .ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 3:19,흐읍.... 훌쩍. 저자식 프로필사진이 있는걸 보니 서브남주일듯,0,0
네이버웹소설,연재본,12,2017-02-14 2:43,작가님의 말이 제일 웃겨욬ㅋㅋㅋㅋ납치범의 명복을 비는 ㅋㅋㅋㅋㅋ건전 웹소설ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 2:39,아이고얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 2:36,잠깐... 뭐가 납치 당했다고욬ㅋㅋㅋ??? 저 청년을 구해야햌ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 2:35,설마 저 납치범이 서브남은 아니겠죠...?,0,0
네이버웹소설,연재본,12,2017-02-14 2:30,ㄹㅇ코메디ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 2:30,콩다당콩다당뛰었댘ㅋㅋㅋㅋㅋㄱㄱㄱㄱㄱㄱ,0,0
네이버웹소설,연재본,12,2017-02-14 2:22,오늘의 키 포인트.1.청이는 최루탄 완전 내성.2.오늘도 깊어가는 오해.3.말이 필요없다. 용사의 명복이나 빌어주자.,0,0
네이버웹소설,연재본,12,2017-02-14 2:20,ㅋㅋㅋㅋㅋㅋㅋㅋ아놬ㅋㅋㅋ그 환수의 소원의 남주인공이랑 외모는 비슷한데 엄청난 착각남이야(참고로 여주인공이 워낙 강력해서 그 남주인공이름은 까먹...ㅋㅋ)와...저거 저기가 드레곤레어라는 사실을 모르는건가? 드래곤이 폴리모프를 한다는사실은 상식이나 다름없을텐데?,0,0
네이버웹소설,연재본,12,2017-02-14 2:19,청이 는 화생방 가도 후춧가루 찾을것같은데요,0,0
네이버웹소설,연재본,12,2017-02-14 2:11,덕분에 웃고 갑니다. 즐거운 글 감사해요,0,0
네이버웹소설,연재본,12,2017-02-14 2:08,"이제, 슬슬... 서브남주 나올때도 됐죠?",0,0
네이버웹소설,연재본,12,2017-02-14 1:58,"너무 귀여운데...근데 청이는 어떻게 되었길래 양파, 마늘, 고추가루 엑기스를 맞고도안 매워할까?",0,1
네이버웹소설,연재본,12,2017-02-14 1:58,"너무 귀여운데...근데 청이는 어떻게 되었길래 양파, 마늘, 고추가루 엑기스를 맞고도안 매워할까?",0,2
네이버웹소설,연재본,12,2017-02-14 1:57,뭐니 저 왕자병+잘난척남은?,0,1
네이버웹소설,연재본,12,2017-02-14 1:54,콩다당콩다당ㅋㅋㅋㅋㅋㅋ발음하면 개웃김,0,0
네이버웹소설,연재본,12,2017-02-14 1:52,그래서 저는 언제 저 식탁에 오르나요.하다못해 육수 재료로라도 좀 ㅇㅇ.....나름 특산물인데..............................,0,0
네이버웹소설,연재본,12,2017-02-14 1:45,코롱님 재채기 하시믄 제가 씹덕사 하옵니다ㅠ,0,0
네이버웹소설,연재본,12,2017-02-14 1:44,야 그러다 베르키스가 꺠기라도 하면 넌 그날로 지옥행이야 알아? 구하려면 청이를 구했어야짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 저 시공간이 오그라트릴 말솜씨의 소유자가 첫번째 대사 뱉었을 때부터 얘 중2병인가..? 했는데 바로 뻔뻔이니 햇살이니 타령하는 대사에서 뿜었다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,12,2017-02-14 1:40,삼가 납치범의 명복을 빕니다☆,0,0
네이버웹소설,연재본,12,2017-02-14 1:37,어이어이...용왕님 빨리 돌아오세요. 그전에 저 뺑덕어미인지는 그냥 잡아서 수호괴물들의 한 끼 식사로 던져주고요.,0,0
네이버웹소설,연재본,12,2017-02-14 1:35,청아....그거..나쁜거양...,0,0
네이버웹소설,연재본,12,2017-02-14 1:34,ㅋㅋㅋㅋ 납치당했엌ㅋㅌㅌ,0,0
네이버웹소설,연재본,12,2017-02-14 1:34,최루탄에 멀쩡한 청이...사실 초인이었던 거군요,0,0
네이버웹소설,연재본,12,2017-02-14 1:33,엌ㅋㅋㅋ 오늘도 겁나 웃기네욬ㅋㅋㅋ 빵터진다 진짜 ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-02-17 1:56,만티코어 너무 귀엽다. 막 작고 아담햌ㅋㅋ,0,8
네이버웹소설,연재본,13,2017-02-17 2:00,뭔 용왕님이 저렇게 해맑게 웃으셬ㅋㅋㅋㅌㅋㅋㅋㅌㅋ,0,9
네이버웹소설,연재본,13,2017-02-17 1:56,상상만하던 베르키스 용왕님의 사이즈를 일러로 확인하게되어 감사합니다~♥ 해맑은 미소에 뿅!!♥ 만티코어가 무지 기여운 애완동물사이즈가됬네요  뀨~♥ 도같이 있음 좋았을텐데요,0,8
네이버웹소설,연재본,13,2022-04-04 13:49,시리즈에서 볼때도 일러 보게해줘야되는거 아닌가요,0,0
네이버웹소설,연재본,13,2020-12-02 11:18,와...용왕님이 만티코어정도크기인 줄 알았는데 만티코어의 여섯 배는 되는 것 같다...... 완전 깜놀!,0,0
네이버웹소설,연재본,13,2020-08-22 9:39,"용왕님의 마지막 말 한마니...""용왕 납치범 씨, 안녕? 나는 베르키스라고 해. 이름이 '허.접.해.서' 슬픈 짐승이라고나 할까."" 나를 웃기기엔 충분한 말이였다..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,0
네이버웹소설,연재본,13,2020-05-02 12:11,청이 너무 커엽잖아요!!! 작가님!!! 청이때문에 뽀개진 제 심장 어떻게하실건가요!! 당장 멋있는 청이로 보답하세요!!!,0,0
네이버웹소설,연재본,13,2020-04-25 10:41,에구. 미카엘 저 청년 이제 꽃 꽂고 다니는겐가?,0,0
네이버웹소설,연재본,13,2020-04-22 4:01,웹툰 보고 오신 분 있으시려나... 제가 순정말고 처음으로 집중해서 본 웹소설입니다!! 모든 글들을 읽지는 않았는데 정말로 이건 띵작입네다.... 완결이 엊그제 같은데ㅠ,0,0
네이버웹소설,연재본,13,2020-04-14 2:27,아 이거는 진짜 정주행 각이다 완결까지 청이 귀여워 죽을 것 같아ㅠ,0,0
네이버웹소설,연재본,13,2020-03-03 7:55,축하드림다 평생 머리에 아름다운 꽃을 꽂고 살아가게 되었네요,0,0
네이버웹소설,연재본,13,2020-02-01 14:57,"용사여,머리에 꽃꽂으세요",0,0
네이버웹소설,연재본,13,2019-10-10 17:54,다음화 구매를 했는데 여기서는 못 보는건가요..시리즈앱으로만 보자니 불편하네요ㅜㅠㅠㅠ,0,0
네이버웹소설,연재본,13,2018-12-28 10:28,ㅠㅠ 제가 뭐라고 할 권리는 없지만 뒤에 4화가 남아서 틈나면 봐야지 라고 생각했는데 아쉽게도 일주일정도지나니 칼같이 스토어에 가네요 ㅠㅠ 아쉬운거는 저니 질러서 보겠습니다,0,0
네이버웹소설,연재본,13,2018-12-12 18:45,모지.. 이 평화스런 일러는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2018-09-28 9:55,"와~~~♡♡♡ 배깔고 누워있는 용왕님도 귀엽고, 그 밑에 앉아 있는 만티코어는 더 귀엽고, 그 밑에 서있는 조그마한 청이와 용왕님 납치법은 더더욱 귀여워요.♡♡♡",0,0
네이버웹소설,연재본,13,2018-04-18 15:22,너무귀엽다...너무귀여워요...!!!마마마녀~~!!,0,0
네이버웹소설,연재본,13,2018-03-01 10:11,꽃달아라 얼른ㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2018-01-29 10:20,오늘도 넘 잘 보고 가요!,0,0
네이버웹소설,연재본,13,2018-01-29 9:35,맨티코어 참 아담하고 귀엽네,0,0
네이버웹소설,연재본,13,2017-11-26 17:54,이 일러 저장 (*-*),0,0
네이버웹소설,연재본,13,2017-10-31 17:08,만티코어 넘 귀엽자나 /ㅁ/,0,0
네이버웹소설,연재본,13,2017-09-20 12:48,꺄~♥.♥  일러봐~♥.♥  완전 멋져~♥.♥  베르키스?  청이 아버진?,0,0
네이버웹소설,연재본,13,2017-09-15 8:30,재미있게 잘 읽었어요~^^♡,0,0
네이버웹소설,연재본,13,2017-09-10 13:40,네 꽃꽂으세요♬,0,0
네이버웹소설,연재본,13,2017-07-25 17:01,롸 크키비교 장난아니넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 이 남주 안잊어버리겠어요 작가의 말 덕분에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-07-19 4:09,"""우리용왕님 엿 더 드셔야하는데""라고한 청이의 말에 웃음터졌다ㅂㅋㅋㅋㅋㅋㅋㅋ",0,0
네이버웹소설,연재본,13,2017-06-03 16:29,드래곤을 상대로 앞담을...ㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-05-19 14:06,허허....던전에 사는 모든 동물(?)들은 귀엽구나심지어 용도 귀여워윗동물이 귀여워야 아랫동물들도 귀엽다-오늘의 명언,0,0
네이버웹소설,연재본,13,2017-05-06 16:54,베르키스 본모습 은근 귀여운데,0,0
네이버웹소설,연재본,13,2017-04-12 14:00,표정이 해맑다,0,0
네이버웹소설,연재본,13,2017-04-06 14:08,네웹소 역사상 최대 과체중의 남주인공ㅋㄲㅋㅋㅋㅋㄱㅋㅋ,0,0
네이버웹소설,연재본,13,2017-03-31 9:40,일러 센스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-03-10 12:09,만티코어 너무 귀여워,0,0
네이버웹소설,연재본,13,2017-03-07 10:43,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-02-28 17:12,뭔 드래곤이 저렇게 잘생겼어...!,0,0
네이버웹소설,연재본,13,2017-02-26 15:20,그럼 이제 미카엘은 머리에 꽃을 꽂고 다녀야겠넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,13,2017-02-24 3:40,ㅋㅋㅋㅋ 이름이 허.접.해.서.슬픈짐승ㄲㅋㅋㅋ,0,1
네이버웹소설,연재본,13,2017-02-24 1:35,자아 벌칙의 시간이다. 꽃을 꽃아봅시다.,0,1
네이버웹소설,연재본,13,2017-02-23 15:05,베르키스 무서울줄 알았는데 의외로 귀엽네. ㅎㅎ,0,1
네이버웹소설,연재본,13,2017-02-21 9:42,만티코어ㅠㅠㅠ잇츄 래ㅠㅠㅠㅠ엉엉 귀여워,0,0
네이버웹소설,연재본,13,2017-02-21 9:11,머리에 꽃 꽂은 일러 꼭 부탁해요^^*,0,0
네이버웹소설,연재본,13,2017-02-21 1:45,장신과단신 커플이요,0,0
네이버웹소설,연재본,13,2017-02-21 0:38,"이래서 사람은 절대로 절대적인 확신을 얻지 않는 이상 '약속', '맹세', '맹약'은 함부로 해서는 안된다는 교훈을 남겨주셨습니다 우리 불쌍한 미카엘님.",0,0
